1759103142.049233 server started (25535): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1759103142.049248 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1759103142.049252 using libevent 2.1.12-stable poll
1759103142.049254 using ncurses 6.4 20240113
1759103142.129977 utf8_from_data: (1 1  ) -> 41000020
1759103142.129978 utf8_from_data: (1 1  ) -> 41000020
1759103142.129980 utf8_from_data: (1 1  ) -> 41000020
1759103142.129981 utf8_from_data: (1 1  ) -> 41000020
1759103142.129983 utf8_from_data: (1 1  ) -> 41000020
1759103142.129984 utf8_from_data: (1 1  ) -> 41000020
1759103142.129986 utf8_from_data: (1 1  ) -> 41000020
1759103142.129987 utf8_from_data: (1 1  ) -> 41000020
1759103142.129989 utf8_from_data: (1 1  ) -> 41000020
1759103142.129990 utf8_from_data: (1 1  ) -> 41000020
1759103142.129992 screen_write_cursormove: from 188,0 to 0,0
1759103142.129998 format_draw: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|0 list=focus default]#[push-default]0:zsh*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"retrowin" 01:45 29-Sep-25#[pop-default]#[norange default]
1759103142.130001 screen_write_start: size 366x1, no pane
1759103142.130004 screen_write_start: size 366x1, no pane
1759103142.130007 screen_write_start: size 366x1, no pane
1759103142.130014 screen_write_start: size 366x1, no pane
1759103142.130017 screen_write_start: size 366x1, no pane
1759103142.130022 screen_write_start: size 366x1, no pane
1759103142.130024 screen_write_start: size 366x1, no pane
1759103142.130027 screen_write_start: size 366x1, no pane
1759103142.130034 style_parse: align=left range=left default
1759103142.130036 style_parse: align=left
1759103142.130037 style_parse: range=left
1759103142.130039 style_parse: default
1759103142.130044 format_draw: style 'align=left range=left default' -> 'range=left,align=left,fg=black,bg=green'
1759103142.130046 style_parse: push-default
1759103142.130049 style_parse: push-default
1759103142.130051 format_draw: style 'push-default' -> 'range=left,align=left,push-default,fg=black,bg=green'
1759103142.130053 utf8_from_data: (1 1 [) -> 4100005b
1759103142.130055 utf8_from_data: (1 1 0) -> 41000030
1759103142.130057 utf8_from_data: (1 1 ]) -> 4100005d
1759103142.130058 utf8_from_data: (1 1  ) -> 41000020
1759103142.130060 style_parse: pop-default
1759103142.130061 style_parse: pop-default
1759103142.130063 format_draw: style 'pop-default' -> 'range=left,align=left,pop-default,fg=black,bg=green'
1759103142.130065 style_parse: norange default
1759103142.130066 style_parse: norange
1759103142.130068 style_parse: default
1759103142.130070 format_draw: style 'norange default' -> 'align=left,fg=black,bg=green'
1759103142.130071 style_parse: list=on align=left
1759103142.130073 style_parse: list=on
1759103142.130074 style_parse: align=left
1759103142.130076 format_draw: style 'list=on align=left' -> 'list=on,align=left,fg=black,bg=green'
1759103142.130078 format_draw: change LEFT -> LIST
1759103142.130080 style_parse: list=left-marker
1759103142.130081 style_parse: list=left-marker
1759103142.130084 format_draw: style 'list=left-marker' -> 'list=left-marker,align=left,fg=black,bg=green'
1759103142.130085 format_draw: change LIST -> LIST_LEFT
1759103142.130087 utf8_from_data: (1 1 <) -> 4100003c
1759103142.130088 style_parse: list=right-marker
1759103142.130090 style_parse: list=right-marker
1759103142.130092 format_draw: style 'list=right-marker' -> 'list=right-marker,align=left,fg=black,bg=green'
1759103142.130094 format_draw: change LIST_LEFT -> LIST_RIGHT
1759103142.130095 utf8_from_data: (1 1 >) -> 4100003e
1759103142.130097 style_parse: list=on
1759103142.130098 style_parse: list=on
1759103142.130100 format_draw: style 'list=on' -> 'list=on,align=left,fg=black,bg=green'
1759103142.130105 format_draw: change LIST_RIGHT -> LIST
1759103142.130107 style_parse: range=window|0 list=focus default
1759103142.130109 style_parse: range=window|0
1759103142.130110 style_parse: list=focus
1759103142.130112 style_parse: default
1759103142.130114 format_draw: style 'range=window|0 list=focus default' -> 'list=focus,range=window|0,align=left,fg=black,bg=green'
1759103142.130116 style_parse: push-default
1759103142.130117 style_parse: push-default
1759103142.130119 format_draw: style 'push-default' -> 'list=focus,range=window|0,align=left,push-default,fg=black,bg=green'
1759103142.130121 utf8_from_data: (1 1 0) -> 41000030
1759103142.130123 utf8_from_data: (1 1 :) -> 4100003a
1759103142.130124 utf8_from_data: (1 1 z) -> 4100007a
1759103142.130126 utf8_from_data: (1 1 s) -> 41000073
1759103142.130127 utf8_from_data: (1 1 h) -> 41000068
1759103142.130141 utf8_from_data: (1 1 *) -> 4100002a
1759103142.130144 style_parse: pop-default
1759103142.130145 style_parse: pop-default
1759103142.130148 format_draw: style 'pop-default' -> 'list=focus,range=window|0,align=left,pop-default,fg=black,bg=green'
1759103142.130150 style_parse: norange list=on default
1759103142.130152 style_parse: norange
1759103142.130153 style_parse: list=on
1759103142.130155 style_parse: default
1759103142.130157 format_draw: style 'norange list=on default' -> 'list=on,align=left,fg=black,bg=green'
1759103142.130159 style_parse: nolist align=right range=right default
1759103142.130160 style_parse: nolist
1759103142.130162 style_parse: align=right
1759103142.130163 style_parse: range=right
1759103142.130165 style_parse: default
1759103142.130167 format_draw: style 'nolist align=right range=right default' -> 'range=right,align=right,fg=black,bg=green'
1759103142.130168 format_draw: change LIST -> RIGHT
1759103142.130170 style_parse: push-default
1759103142.130171 style_parse: push-default
1759103142.130174 format_draw: style 'push-default' -> 'range=right,align=right,push-default,fg=black,bg=green'
1759103142.130175 utf8_from_data: (1 1 ") -> 41000022
1759103142.130177 utf8_from_data: (1 1 r) -> 41000072
1759103142.130179 utf8_from_data: (1 1 e) -> 41000065
1759103142.130180 utf8_from_data: (1 1 t) -> 41000074
1759103142.130182 utf8_from_data: (1 1 r) -> 41000072
1759103142.130184 utf8_from_data: (1 1 o) -> 4100006f
1759103142.130185 utf8_from_data: (1 1 w) -> 41000077
1759103142.130187 utf8_from_data: (1 1 i) -> 41000069
1759103142.130189 utf8_from_data: (1 1 n) -> 4100006e
1759103142.130190 utf8_from_data: (1 1 ") -> 41000022
1759103142.130192 utf8_from_data: (1 1  ) -> 41000020
1759103142.130194 utf8_from_data: (1 1 0) -> 41000030
1759103142.130195 utf8_from_data: (1 1 1) -> 41000031
1759103142.130197 utf8_from_data: (1 1 :) -> 4100003a
1759103142.130198 utf8_from_data: (1 1 4) -> 41000034
1759103142.130200 utf8_from_data: (1 1 5) -> 41000035
1759103142.130202 utf8_from_data: (1 1  ) -> 41000020
1759103142.130203 utf8_from_data: (1 1 2) -> 41000032
1759103142.130205 utf8_from_data: (1 1 9) -> 41000039
1759103142.130207 utf8_from_data: (1 1 -) -> 4100002d
1759103142.130209 utf8_from_data: (1 1 S) -> 41000053
1759103142.130210 utf8_from_data: (1 1 e) -> 41000065
1759103142.130212 utf8_from_data: (1 1 p) -> 41000070
1759103142.130214 utf8_from_data: (1 1 -) -> 4100002d
1759103142.130215 utf8_from_data: (1 1 2) -> 41000032
1759103142.130217 utf8_from_data: (1 1 5) -> 41000035
1759103142.130219 style_parse: pop-default
1759103142.130220 style_parse: pop-default
1759103142.130222 format_draw: style 'pop-default' -> 'range=right,align=right,pop-default,fg=black,bg=green'
1759103142.130224 style_parse: norange default
1759103142.130225 style_parse: norange
1759103142.130227 style_parse: default
1759103142.130228 format_draw: style 'norange default' -> 'align=right,fg=black,bg=green'
1759103142.130232 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1759103142.130234 format_draw: width LEFT is 4
1759103142.130235 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1759103142.130237 format_draw: width CENTRE is 0
1759103142.130244 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1759103142.130245 format_draw: width RIGHT is 26
1759103142.130247 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1759103142.130249 format_draw: width ABSOLUTE_CENTRE is 0
1759103142.130250 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1759103142.130252 format_draw: width LIST is 6
1759103142.130253 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1759103142.130255 format_draw: width LIST_LEFT is 1
1759103142.130256 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1759103142.130258 format_draw: width LIST_RIGHT is 1
1759103142.130259 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1759103142.130261 format_draw: width AFTER is 0
1759103142.130262 format_draw: focus 0-6
1759103142.130264 format_draw: range 1|0 is LEFT 0-5
1759103142.130265 format_draw: range 4|0 is LIST 0-7
1759103142.130267 format_draw: range 2|0 is RIGHT 0-27
1759103142.130269 screen_write_cursormove: from 0,0 to 0,0
1759103142.130270 utf8_to_data: 4100005b -> (1 1 [)
1759103142.130272 utf8_from_data: (1 1 [) -> 4100005b
1759103142.130274 utf8_to_data: 41000030 -> (1 1 0)
1759103142.130275 utf8_from_data: (1 1 0) -> 41000030
1759103142.130277 utf8_to_data: 4100005d -> (1 1 ])
1759103142.130278 utf8_from_data: (1 1 ]) -> 4100005d
1759103142.130280 utf8_to_data: 41000020 -> (1 1  )
1759103142.130281 utf8_from_data: (1 1  ) -> 41000020
1759103142.130283 screen_write_cursormove: from 0,0 to 162,0
1759103142.130284 utf8_to_data: 41000022 -> (1 1 ")
1759103142.130286 utf8_from_data: (1 1 ") -> 41000022
1759103142.130287 utf8_to_data: 41000072 -> (1 1 r)
1759103142.130289 utf8_from_data: (1 1 r) -> 41000072
1759103142.130290 utf8_to_data: 41000065 -> (1 1 e)
1759103142.130292 utf8_from_data: (1 1 e) -> 41000065
1759103142.130293 utf8_to_data: 41000074 -> (1 1 t)
1759103142.130295 utf8_from_data: (1 1 t) -> 41000074
1759103142.130296 utf8_to_data: 41000072 -> (1 1 r)
1759103142.130298 utf8_from_data: (1 1 r) -> 41000072
1759103142.130299 utf8_to_data: 4100006f -> (1 1 o)
1759103142.130301 utf8_from_data: (1 1 o) -> 4100006f
1759103142.130302 utf8_to_data: 41000077 -> (1 1 w)
1759103142.130304 utf8_from_data: (1 1 w) -> 41000077
1759103142.130305 utf8_to_data: 41000069 -> (1 1 i)
1759103142.130307 utf8_from_data: (1 1 i) -> 41000069
1759103142.130308 utf8_to_data: 4100006e -> (1 1 n)
1759103142.130310 utf8_from_data: (1 1 n) -> 4100006e
1759103142.130311 utf8_to_data: 41000022 -> (1 1 ")
1759103142.130313 utf8_from_data: (1 1 ") -> 41000022
1759103142.130314 utf8_to_data: 41000020 -> (1 1  )
1759103142.130316 utf8_from_data: (1 1  ) -> 41000020
1759103142.130317 utf8_to_data: 41000030 -> (1 1 0)
1759103142.130319 utf8_from_data: (1 1 0) -> 41000030
1759103142.130320 utf8_to_data: 41000031 -> (1 1 1)
1759103142.130321 utf8_from_data: (1 1 1) -> 41000031
1759103142.130323 utf8_to_data: 4100003a -> (1 1 :)
1759103142.130324 utf8_from_data: (1 1 :) -> 4100003a
1759103142.130326 utf8_to_data: 41000034 -> (1 1 4)
1759103142.130327 utf8_from_data: (1 1 4) -> 41000034
1759103142.130329 utf8_to_data: 41000035 -> (1 1 5)
1759103142.130330 utf8_from_data: (1 1 5) -> 41000035
1759103142.130332 utf8_to_data: 41000020 -> (1 1  )
1759103142.130333 utf8_from_data: (1 1  ) -> 41000020
1759103142.130335 utf8_to_data: 41000032 -> (1 1 2)
1759103142.130336 utf8_from_data: (1 1 2) -> 41000032
1759103142.130338 utf8_to_data: 41000039 -> (1 1 9)
1759103142.130339 utf8_from_data: (1 1 9) -> 41000039
1759103142.130341 utf8_to_data: 4100002d -> (1 1 -)
1759103142.130342 utf8_from_data: (1 1 -) -> 4100002d
1759103142.130344 utf8_to_data: 41000053 -> (1 1 S)
1759103142.130345 utf8_from_data: (1 1 S) -> 41000053
1759103142.130347 utf8_to_data: 41000065 -> (1 1 e)
1759103142.130348 utf8_from_data: (1 1 e) -> 41000065
1759103142.130350 utf8_to_data: 41000070 -> (1 1 p)
1759103142.130351 utf8_from_data: (1 1 p) -> 41000070
1759103142.130353 utf8_to_data: 4100002d -> (1 1 -)
1759103142.130354 utf8_from_data: (1 1 -) -> 4100002d
1759103142.130359 utf8_to_data: 41000032 -> (1 1 2)
1759103142.130361 utf8_from_data: (1 1 2) -> 41000032
1759103142.130362 utf8_to_data: 41000035 -> (1 1 5)
1759103142.130364 utf8_from_data: (1 1 5) -> 41000035
1759103142.130366 screen_write_cursormove: from 162,0 to 10,0
1759103142.130367 screen_write_cursormove: from 10,0 to 86,0
1759103142.130369 screen_write_cursormove: from 86,0 to 4,0
1759103142.130371 utf8_to_data: 41000030 -> (1 1 0)
1759103142.130372 utf8_from_data: (1 1 0) -> 41000030
1759103142.130373 utf8_to_data: 4100003a -> (1 1 :)
1759103142.130375 utf8_from_data: (1 1 :) -> 4100003a
1759103142.130376 utf8_to_data: 4100007a -> (1 1 z)
1759103142.130378 utf8_from_data: (1 1 z) -> 4100007a
1759103142.130379 utf8_to_data: 41000073 -> (1 1 s)
1759103142.130381 utf8_from_data: (1 1 s) -> 41000073
1759103142.130382 utf8_to_data: 41000068 -> (1 1 h)
1759103142.130384 utf8_from_data: (1 1 h) -> 41000068
1759103142.130385 utf8_to_data: 4100002a -> (1 1 *)
1759103142.130387 utf8_from_data: (1 1 *) -> 4100002a
1759103142.130388 screen_write_cursormove: from 4,0 to 94,0
1759103142.130390 format_draw: range left at 0-4
1759103142.130392 format_draw: range window|0 at 4-10
1759103142.130393 format_draw: range right at 162-188
1759103142.130398 screen_write_cursormove: from 94,0 to 0,0
1759103142.130401 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1759103142.130403 unref client 0x63fd324a0000 (2 references)
1759103142.130404 status_redraw exit: force=1, changed=1
1759103142.130408 screen_redraw_set_context: /dev/pts/5 @0 ox=0 oy=0 sx=188 sy=48 1/0
1759103142.130410 /dev/pts/5: \033[?25l
1759103142.130413 /dev/pts/5: current mode CURSOR,WRAP
1759103142.130414 /dev/pts/5: setting mode WRAP
1759103142.130416 /dev/pts/5: redrawing borders
1759103142.130417 screen_redraw_draw_borders: /dev/pts/5 @0
1759103142.130464 /dev/pts/5: redrawing panes
1759103142.130465 screen_redraw_draw_panes: /dev/pts/5 @0
1759103142.130467 screen_redraw_draw_pane: /dev/pts/5 @0 %0
1759103142.130469 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,0 at 0,0, width 188
1759103142.130470 %0: style changed
1759103142.130472 format_defaults: c=none
1759103142.130473 format_defaults: s=none
1759103142.130474 format_defaults: wl=none
1759103142.130476 format_defaults: wp=%0
1759103142.130478 options_string_to_style: window-active-style is 'default'
1759103142.130480 style_parse: default
1759103142.130482 style_parse: default
1759103142.130484 options_string_to_style: window-style is 'default'
1759103142.130486 style_parse: default
1759103142.130487 style_parse: default
1759103142.130490 tty_draw_line: px=0 py=0 nx=188 atx=0 aty=0
1759103142.130492 tty_draw_line: defaults: fg=8, bg=8
1759103142.130494 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130502 tty_clear_line: /dev/pts/5, 188 at 0,0
1759103142.130505 /dev/pts/5: \033[K
1759103142.130507 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,1 at 0,1, width 188
1759103142.130509 tty_draw_line: px=0 py=1 nx=188 atx=0 aty=1
1759103142.130510 tty_draw_line: defaults: fg=8, bg=8
1759103142.130512 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130514 tty_clear_line: /dev/pts/5, 188 at 0,1
1759103142.130515 /dev/pts/5: \r
1759103142.130517 /dev/pts/5: \n
1759103142.130518 /dev/pts/5: \033[K
1759103142.130520 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,2 at 0,2, width 188
1759103142.130521 tty_draw_line: px=0 py=2 nx=188 atx=0 aty=2
1759103142.130523 tty_draw_line: defaults: fg=8, bg=8
1759103142.130524 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130526 tty_clear_line: /dev/pts/5, 188 at 0,2
1759103142.130527 /dev/pts/5: \r
1759103142.130529 /dev/pts/5: \n
1759103142.130530 /dev/pts/5: \033[K
1759103142.130532 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,3 at 0,3, width 188
1759103142.130533 tty_draw_line: px=0 py=3 nx=188 atx=0 aty=3
1759103142.130535 tty_draw_line: defaults: fg=8, bg=8
1759103142.130537 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130538 tty_clear_line: /dev/pts/5, 188 at 0,3
1759103142.130539 /dev/pts/5: \r
1759103142.130547 /dev/pts/5: \n
1759103142.130549 /dev/pts/5: \033[K
1759103142.130550 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,4 at 0,4, width 188
1759103142.130552 tty_draw_line: px=0 py=4 nx=188 atx=0 aty=4
1759103142.130553 tty_draw_line: defaults: fg=8, bg=8
1759103142.130555 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130556 tty_clear_line: /dev/pts/5, 188 at 0,4
1759103142.130558 /dev/pts/5: \r
1759103142.130559 /dev/pts/5: \n
1759103142.130560 /dev/pts/5: \033[K
1759103142.130562 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,5 at 0,5, width 188
1759103142.130564 tty_draw_line: px=0 py=5 nx=188 atx=0 aty=5
1759103142.130565 tty_draw_line: defaults: fg=8, bg=8
1759103142.130567 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130568 tty_clear_line: /dev/pts/5, 188 at 0,5
1759103142.130569 /dev/pts/5: \r
1759103142.130571 /dev/pts/5: \n
1759103142.130572 /dev/pts/5: \033[K
1759103142.130574 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,6 at 0,6, width 188
1759103142.130576 tty_draw_line: px=0 py=6 nx=188 atx=0 aty=6
1759103142.130577 tty_draw_line: defaults: fg=8, bg=8
1759103142.130579 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130580 tty_clear_line: /dev/pts/5, 188 at 0,6
1759103142.130581 /dev/pts/5: \r
1759103142.130583 /dev/pts/5: \n
1759103142.130584 /dev/pts/5: \033[K
1759103142.130586 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,7 at 0,7, width 188
1759103142.130587 tty_draw_line: px=0 py=7 nx=188 atx=0 aty=7
1759103142.130589 tty_draw_line: defaults: fg=8, bg=8
1759103142.130590 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130592 tty_clear_line: /dev/pts/5, 188 at 0,7
1759103142.130593 /dev/pts/5: \r
1759103142.130594 /dev/pts/5: \n
1759103142.130596 /dev/pts/5: \033[K
1759103142.130597 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,8 at 0,8, width 188
1759103142.130599 tty_draw_line: px=0 py=8 nx=188 atx=0 aty=8
1759103142.130600 tty_draw_line: defaults: fg=8, bg=8
1759103142.130602 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130603 tty_clear_line: /dev/pts/5, 188 at 0,8
1759103142.130605 /dev/pts/5: \r
1759103142.130606 /dev/pts/5: \n
1759103142.130607 /dev/pts/5: \033[K
1759103142.130609 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,9 at 0,9, width 188
1759103142.130611 tty_draw_line: px=0 py=9 nx=188 atx=0 aty=9
1759103142.130612 tty_draw_line: defaults: fg=8, bg=8
1759103142.130614 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130615 tty_clear_line: /dev/pts/5, 188 at 0,9
1759103142.130616 /dev/pts/5: \r
1759103142.130618 /dev/pts/5: \n
1759103142.130619 /dev/pts/5: \033[K
1759103142.130621 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,10 at 0,10, width 188
1759103142.130623 tty_draw_line: px=0 py=10 nx=188 atx=0 aty=10
1759103142.130624 tty_draw_line: defaults: fg=8, bg=8
1759103142.130626 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130627 tty_clear_line: /dev/pts/5, 188 at 0,10
1759103142.130628 /dev/pts/5: \r
1759103142.130630 /dev/pts/5: \n
1759103142.130631 /dev/pts/5: \033[K
1759103142.130633 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,11 at 0,11, width 188
1759103142.130636 tty_draw_line: px=0 py=11 nx=188 atx=0 aty=11
1759103142.130637 tty_draw_line: defaults: fg=8, bg=8
1759103142.130639 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130640 tty_clear_line: /dev/pts/5, 188 at 0,11
1759103142.130642 /dev/pts/5: \r
1759103142.130643 /dev/pts/5: \n
1759103142.130644 /dev/pts/5: \033[K
1759103142.130646 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,12 at 0,12, width 188
1759103142.130648 tty_draw_line: px=0 py=12 nx=188 atx=0 aty=12
1759103142.130649 tty_draw_line: defaults: fg=8, bg=8
1759103142.130651 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130652 tty_clear_line: /dev/pts/5, 188 at 0,12
1759103142.130653 /dev/pts/5: \r
1759103142.130655 /dev/pts/5: \n
1759103142.130656 /dev/pts/5: \033[K
1759103142.130658 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,13 at 0,13, width 188
1759103142.130659 tty_draw_line: px=0 py=13 nx=188 atx=0 aty=13
1759103142.130661 tty_draw_line: defaults: fg=8, bg=8
1759103142.130666 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130668 tty_clear_line: /dev/pts/5, 188 at 0,13
1759103142.130669 /dev/pts/5: \r
1759103142.130671 /dev/pts/5: \n
1759103142.130672 /dev/pts/5: \033[K
1759103142.130674 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,14 at 0,14, width 188
1759103142.130675 tty_draw_line: px=0 py=14 nx=188 atx=0 aty=14
1759103142.130677 tty_draw_line: defaults: fg=8, bg=8
1759103142.130678 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130680 tty_clear_line: /dev/pts/5, 188 at 0,14
1759103142.130681 /dev/pts/5: \r
1759103142.130682 /dev/pts/5: \n
1759103142.130684 /dev/pts/5: \033[K
1759103142.130685 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,15 at 0,15, width 188
1759103142.130687 tty_draw_line: px=0 py=15 nx=188 atx=0 aty=15
1759103142.130688 tty_draw_line: defaults: fg=8, bg=8
1759103142.130690 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130691 tty_clear_line: /dev/pts/5, 188 at 0,15
1759103142.130693 /dev/pts/5: \r
1759103142.130694 /dev/pts/5: \n
1759103142.130695 /dev/pts/5: \033[K
1759103142.130697 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,16 at 0,16, width 188
1759103142.130699 tty_draw_line: px=0 py=16 nx=188 atx=0 aty=16
1759103142.130700 tty_draw_line: defaults: fg=8, bg=8
1759103142.130702 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130703 tty_clear_line: /dev/pts/5, 188 at 0,16
1759103142.130705 /dev/pts/5: \r
1759103142.130706 /dev/pts/5: \n
1759103142.130707 /dev/pts/5: \033[K
1759103142.130709 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,17 at 0,17, width 188
1759103142.130711 tty_draw_line: px=0 py=17 nx=188 atx=0 aty=17
1759103142.130712 tty_draw_line: defaults: fg=8, bg=8
1759103142.130714 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130715 tty_clear_line: /dev/pts/5, 188 at 0,17
1759103142.130716 /dev/pts/5: \r
1759103142.130718 /dev/pts/5: \n
1759103142.130719 /dev/pts/5: \033[K
1759103142.130721 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,18 at 0,18, width 188
1759103142.130723 tty_draw_line: px=0 py=18 nx=188 atx=0 aty=18
1759103142.130724 tty_draw_line: defaults: fg=8, bg=8
1759103142.130725 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130727 tty_clear_line: /dev/pts/5, 188 at 0,18
1759103142.130728 /dev/pts/5: \r
1759103142.130730 /dev/pts/5: \n
1759103142.130731 /dev/pts/5: \033[K
1759103142.130733 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,19 at 0,19, width 188
1759103142.130734 tty_draw_line: px=0 py=19 nx=188 atx=0 aty=19
1759103142.130736 tty_draw_line: defaults: fg=8, bg=8
1759103142.130737 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130739 tty_clear_line: /dev/pts/5, 188 at 0,19
1759103142.130740 /dev/pts/5: \r
1759103142.130742 /dev/pts/5: \n
1759103142.130743 /dev/pts/5: \033[K
1759103142.130745 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,20 at 0,20, width 188
1759103142.130746 tty_draw_line: px=0 py=20 nx=188 atx=0 aty=20
1759103142.130748 tty_draw_line: defaults: fg=8, bg=8
1759103142.130749 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130751 tty_clear_line: /dev/pts/5, 188 at 0,20
1759103142.130752 /dev/pts/5: \r
1759103142.130753 /dev/pts/5: \n
1759103142.130755 /dev/pts/5: \033[K
1759103142.130757 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,21 at 0,21, width 188
1759103142.130758 tty_draw_line: px=0 py=21 nx=188 atx=0 aty=21
1759103142.130760 tty_draw_line: defaults: fg=8, bg=8
1759103142.130761 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130762 tty_clear_line: /dev/pts/5, 188 at 0,21
1759103142.130764 /dev/pts/5: \r
1759103142.130765 /dev/pts/5: \n
1759103142.130766 /dev/pts/5: \033[K
1759103142.130768 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,22 at 0,22, width 188
1759103142.130770 tty_draw_line: px=0 py=22 nx=188 atx=0 aty=22
1759103142.130771 tty_draw_line: defaults: fg=8, bg=8
1759103142.130773 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130774 tty_clear_line: /dev/pts/5, 188 at 0,22
1759103142.130776 /dev/pts/5: \r
1759103142.130777 /dev/pts/5: \n
1759103142.130778 /dev/pts/5: \033[K
1759103142.130783 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,23 at 0,23, width 188
1759103142.130785 tty_draw_line: px=0 py=23 nx=188 atx=0 aty=23
1759103142.130786 tty_draw_line: defaults: fg=8, bg=8
1759103142.130788 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130789 tty_clear_line: /dev/pts/5, 188 at 0,23
1759103142.130790 /dev/pts/5: \r
1759103142.130792 /dev/pts/5: \n
1759103142.130793 /dev/pts/5: \033[K
1759103142.130795 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,24 at 0,24, width 188
1759103142.130797 tty_draw_line: px=0 py=24 nx=188 atx=0 aty=24
1759103142.130798 tty_draw_line: defaults: fg=8, bg=8
1759103142.130800 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130801 tty_clear_line: /dev/pts/5, 188 at 0,24
1759103142.130802 /dev/pts/5: \r
1759103142.130804 /dev/pts/5: \n
1759103142.130805 /dev/pts/5: \033[K
1759103142.130807 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,25 at 0,25, width 188
1759103142.130809 tty_draw_line: px=0 py=25 nx=188 atx=0 aty=25
1759103142.130810 tty_draw_line: defaults: fg=8, bg=8
1759103142.130811 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130813 tty_clear_line: /dev/pts/5, 188 at 0,25
1759103142.130814 /dev/pts/5: \r
1759103142.130816 /dev/pts/5: \n
1759103142.130817 /dev/pts/5: \033[K
1759103142.130819 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,26 at 0,26, width 188
1759103142.130820 tty_draw_line: px=0 py=26 nx=188 atx=0 aty=26
1759103142.130822 tty_draw_line: defaults: fg=8, bg=8
1759103142.130823 tty_draw_line: 188 to end of line (0 cleared)
1759103142.130825 tty_clear_line: /dev/pts/5, 188 at 0,26
1759103142.130826 /dev/pts/5: \r
1759103142.130827 /dev/pts/5: \n
1759103142.130829 /dev/pts/5: \033[K
1759103142.130831 screen_redraw_draw_pane: /dev/pts/5 %0 line 0,27 at 0,27, width 188
